ip,org
77.89.230.130,Orange Moldova S.A.
34.147.200.198,Teemill Tech Ltd
193.182.50.67,Transportstyrelsen (Swedish Transport Agency)
192.68.228.218,"Electronics For Imaging, Inc."
62.20.226.57,Transportstyrelsen (Swedish Transport Agency)
209.190.129.73,"Lake Shore Cryotronics, Inc."
72.251.162.107,"Rural King Supply, Inc."
20.49.104.49,Marshall Amplification PLC
76.9.215.90,Side Effects Software Inc.
104.198.14.52,HiveMQ GmbH
193.0.158.240,Freeola Limited
120.26.231.199,"Hangzhou Hebao Information Technology Co., Ltd."
35.156.58.143,Rolls-Royce Motor Cars Limited
35.81.203.222,"Wind River Systems, Inc."
13.111.214.15,Rolls-Royce Motor Cars Limited
54.81.216.175,BlinkReceipt LLC
98.85.192.101,Pearson Education Inc.
91.201.249.167,Renaissance Credit Bank LLC
114.67.246.57,Beijing Youth Daily
66.170.109.64,"VMware, Inc."
155.98.33.74,University of Utah
85.13.13.10,JM-DATA GmbH
138.68.145.198,"World Medical Association, Inc."
161.153.49.170,City and County of San Francisco
66.22.18.154,University of Central Oklahoma
81.187.30.81,Andrews & Arnold Ltd
193.109.245.180,Powszechny Zakład Ubezpieczeń Spółka Akcyjna
209.175.47.58,Chicago Public Schools
54.162.214.81,The Henry Ford
167.235.11.185,Playkot Ltd.
129.158.211.82,Toshiba Corporation
198.169.242.33,Government of Saskatchewan
164.55.252.16,FactSet Digital Solutions GmbH
20.157.123.20,Università Cattolica del Sacro Cuore
193.109.244.139,Powszechny Zakład Ubezpieczeń Spółka Akcyjna
54.92.45.174,"HobbyLink Japan, Ltd."
3.146.113.204,"Netsmart Technologies, Inc."
54.206.114.121,Grays eCommerce Group Limited
54.229.30.114,DesignMyNight Ltd
52.210.51.77,DesignMyNight Ltd
91.208.209.12,Métropole Télévision S.A.
52.57.245.143,Aman Group S.a.r.l.
185.25.184.9,NETIO products a.s.
54.246.140.139,"OutSystems, Inc."
192.82.63.93,Sangfor Technologies Inc.
114.116.237.102,Driver-Soft Inc.
3.250.251.107,Dubai Media Incorporated
47.243.3.98,"Ping An Insurance (Group) Company of China, Ltd."
109.235.174.18,Servage GmbH
131.186.50.33,Government of Bangladesh
197.243.16.4,Africa Olleh Services Ltd
210.48.222.124,International Islamic University Malaysia
178.162.179.205,Uptrends LLC
52.22.149.119,"OpenShot Studios, LLC"
52.129.16.55,Bullhorn Inc.
34.111.248.101,Inshorts Media Labs Private Limited
27.86.89.233,UQ Communications Inc.
92.66.187.110,SICK AG
174.138.104.76,Tutteo Ltd
113.108.21.173,"Ping An Insurance (Group) Company of China, Ltd."
138.197.57.4,Tutteo Ltd
20.82.71.115,SICK AG
34.254.158.87,Novakid Inc.
20.140.48.70,Florida Department of Children and Families
34.193.143.92,Florida Department of Children and Families
51.15.121.43,"InSales, LLC"
115.236.118.162,"Coremail Technology Co., Ltd."
20.79.107.0,tesa SE
200.137.217.208,Universidade Federal de Goiás
200.137.218.130,Universidade Federal de Goiás
20.190.151.131,SETI Institute
95.86.129.2,Trend News Agency
13.228.49.144,"Checkr, Inc."
91.220.137.40,Government of Kurgan Oblast
34.238.55.7,"TigerConnect, Inc."
54.208.152.37,"TigerConnect, Inc."
35.211.26.196,"Transit App, Inc."
185.142.115.48,Europa-Park GmbH & Co Mack KG
199.164.161.38,Sharp HealthCare
52.220.250.165,Property Finder FZ-LLC
146.176.14.12,Edinburgh Napier University
147.154.112.73,Statistics Bureau of Japan
212.203.83.234,Boggi Milano S.r.l.
162.211.120.45,"ActMobile Networks, Inc."
8.33.184.254,National Pen Co. LLC
162.144.207.11,"ActMobile Networks, Inc."
40.121.151.57,United States Military Academy
103.19.180.112,Universitas Ahmad Dahlan
120.26.148.148,"Zhejiang Dahua Technology Co., Ltd."
57.152.12.30,"Commvault Systems, Inc."
221.132.38.227,Vietstock Corporation
172.105.146.158,Czech Games Edition s.r.o.
140.128.66.3,"China Medical University, Taiwan"
210.61.216.104,"ThroughTek Co., Ltd."
67.198.37.17,"The GnuCash Project (Free Software Foundation, Inc.)"
193.104.37.10,Army Recognition Group SPRL
204.107.200.65,"The GnuCash Project (Free Software Foundation, Inc.)"
91.208.107.240,Georg Thieme Verlag KG
104.167.196.8,"3H Cloud Co., Ltd."
87.121.112.59,Neterra Ltd.
40.90.247.53,Eastern Michigan University
35.186.205.9,Multiplay Gameservers Limited
178.33.40.43,Odoo S.A.
193.49.117.18,Université Clermont Auvergne
192.29.50.64,Statistics Bureau of Japan
20.98.200.44,Procter & Gamble Company
137.92.97.198,University of Canberra
34.149.79.74,"Connexity, Inc."
52.203.16.111,"X-Sense Innovations Co., Ltd."
20.38.138.1,"Kansas City Chiefs Football Club, Inc."
23.88.72.103,QuartSoft Corp.
193.245.72.217,"Československá obchodní banka, a.s."
203.83.245.210,Tsukaeru.net Inc.
176.235.143.50,Modanisa Elektronik Mağazacılık ve Ticaret A.Ş.
77.41.175.136,Altapress LLC
148.137.1.4,Commonwealth University of Pennsylvania
46.234.108.11,R2B2 s.r.o.
52.179.114.94,The Company of Biologists Ltd
54.146.32.23,vFairs LLC
52.210.164.224,Stripo Inc.
109.238.88.51,Flowwow Inc.
180.97.188.20,Qiniu Limited
89.221.236.44,Mail.Ru Group
20.51.86.232,PSI Services LLC
69.64.143.253,"Other World Computing, Inc."
111.206.136.108,"Guangdong Heytap Technology Co., Ltd."
111.206.138.8,"Guangdong Heytap Technology Co., Ltd."
47.246.110.147,PT Media Nusantara Citra Tbk
203.255.161.68,Ewha Womans University
35.169.130.248,Verizon Communications Inc.
141.244.187.100,"Universität für Bodenkultur Wien (University of Natural Resources and Life Sciences, Vienna)"
85.233.97.214,TEC-IT Datenverarbeitung GmbH
141.244.187.20,"Universität für Bodenkultur Wien (University of Natural Resources and Life Sciences, Vienna)"
52.201.139.150,"Wondershare Technology Co., Ltd."
153.46.107.142,Bolsas y Mercados Españoles Sociedad Holding de Mercados y Sistemas Financieros SA
185.207.227.8,"Gavi, the Vaccine Alliance"
47.99.108.236,"MetInfo Co., Ltd."
195.246.103.202,Tcell CJSC
20.49.233.54,NHS Digital
52.192.214.111,Nippon Telegraph and Telephone East Corporation
198.35.53.108,"Social Concepts, Inc."
92.243.69.20,Bilyoner Interaktif Hizmetler A.S.
91.109.201.19,TrueConf LLC
47.111.89.186,"Zhejiang Geely Holding Group Co., Ltd."
13.205.83.184,Finzoom Investment Advisors Private Limited
65.210.129.167,Abercrombie & Fitch Co.
195.113.113.10,VSB - Technical University of Ostrava
205.175.226.227,Collins Aerospace (a subsidiary of Raytheon Technologies Corporation)
20.207.105.72,Keka Technologies Pvt. Ltd.
45.134.124.27,All-Russia People's Front (Общероссийский народный фронт)
211.23.138.10,Taiwan Certificate Authority (TWCA)
212.18.250.204,CentralNic Group Plc
152.91.62.147,Schneider Electric SE
49.51.78.185,Grid Inc.
172.171.87.236,GEP Worldwide LLC
193.43.93.150,European Broadcasting Union
20.4.127.8,voestalpine AG
52.72.233.171,GEP Worldwide LLC
213.150.6.28,Erste Group Bank AG
4.153.75.144,Telefónica Brasil S.A.
20.210.15.136,"Yusen Logistics Co., Ltd."
140.235.237.12,"DHI Technical Services, Inc."
213.219.215.131,Naked Heart Foundation
146.102.41.131,"Vysoká škola ekonomická v Praze (University of Economics, Prague)"
37.120.249.121,Academia de Studii Economice din Bucuresti
209.87.151.67,"Liquid Web, LLC"
205.178.187.37,"Newfold Digital, Inc."
103.253.240.172,Doosan Corporation
193.104.92.212,Juno Records Limited
205.175.225.30,Collins Aerospace (a subsidiary of Raytheon Technologies Corporation)
20.62.152.144,The Carnegie Hall Corporation
80.158.2.19,T-Systems International GmbH
212.73.232.34,Société Coopérative d’Approvisionnement des Centres Leclerc (SCACL)
193.58.71.224,Eurobank Ergasias Services and Holdings S.A.
52.29.3.110,Mediengruppe Mitteldeutsche Zeitung GmbH & Co. KG
82.202.252.162,ООО Слетать.ру (Sletat.ru LLC)
184.95.254.120,Loto-Québec
18.210.56.120,"SpotHopper, LLC"
217.116.4.164,JOMA SPORT S.A.
89.184.82.32,Forbes Media LLC
77.72.2.103,The Resurgence Trust
85.188.1.124,Hannu Vuorenmaa
20.190.151.134,"Parkinson's Foundation, Inc."
129.138.23.41,New Mexico Institute of Mining and Technology
193.203.108.72,Institut National de Recherche et de Sécurité (INRS)
145.232.192.86,Canton of Vaud
218.4.189.18,Soochow University
66.119.32.16,"AGCM, Inc."
35.227.247.4,"B-Stock Solutions, LLC"
46.229.238.135,HostCreators s.r.o.
85.52.67.66,"Sivasdescalzo, S.L."
193.27.22.3,Landeshauptstadt Düsseldorf
20.84.177.248,"Planet DDS, Inc."
47.94.59.128,"Beijing Huxiu Interactive Technology Co., Ltd."
54.248.134.174,"CashWalk, Inc."
20.22.111.104,"Planet DDS, Inc."
38.118.50.220,"Association for Talent Development, Inc."
120.25.155.71,"Shenzhen IP-COM Networks Co., Ltd."
145.131.90.152,StartMail B.V.
52.240.136.216,"Allscripts Healthcare Solutions, Inc."
64.23.242.214,"The Pragmatic Programmers, LLC"
204.17.177.243,"InfoWest, Inc."
54.212.205.232,"Neuro-ID, Inc."
54.213.59.205,"Neuro-ID, Inc."
130.226.47.44,Copenhagen Business School
162.43.120.121,"Crystal Dew World Co., Ltd."
83.244.227.178,Liberty Retail Limited
35.153.26.151,"Moxie Software, Inc."
192.55.82.19,Sunbeam Television Corporation
54.236.207.114,"Pontiac Intelligence, LLC"
93.89.95.90,Travelfusion Ltd.
43.201.151.181,TMX Group Limited
31.121.80.90,Travelfusion Ltd.
98.94.147.209,Union College
147.129.129.24,Ithaca College
193.202.119.113,Badische Neueste Nachrichten Badendruck GmbH
13.234.249.24,Cashfree Payments India Private Limited
208.253.57.2,United Way Worldwide
40.118.102.46,Le Petit-Fils de L.-U. Chopard & Cie SA
47.243.108.133,Asia Innovations HK Limited
8.217.86.159,Asia Innovations HK Limited
199.102.239.68,Sangoma Technologies Corporation
91.212.223.1,Polski Koncern Naftowy ORLEN S.A.
13.159.69.34,Bandai Namco Amusement Inc.
147.86.3.240,Fachhochschule Nordwestschweiz (FHNW)
52.26.130.46,"Marvell Technology, Inc."
207.231.42.76,Texas Children's Hospital
200.10.164.11,Ministry of Foreign Affairs of Colombia
142.0.190.16,"DoubleUGames Co., Ltd."
50.233.102.75,"Quadratec, Inc."
13.111.70.13,"Hornblower Group, Inc."
36.140.72.192,National Business Daily
44.242.45.215,"Acima Credit, LLC"
202.50.193.254,Meteorological Service of New Zealand Limited
129.104.30.43,École Polytechnique
129.104.30.7,École Polytechnique
113.39.94.210,Oh-ami Inc.
51.143.191.44,Commonwealth War Graves Commission
35.210.250.190,Editorial Prensa Canaria S.A.
134.10.50.30,Reed College
51.145.179.148,DNB (De Nederlandsche Bank NV)
208.75.149.61,SlideModel LLC
143.235.255.252,Board of Regents of the University of Wisconsin System
194.49.19.56,Landeshauptstadt Dresden
35.134.170.218,"Soft Surroundings Holdings, LLC"
4.175.49.229,Verohallinto (Finnish Tax Administration)
51.145.79.47,Charity Commission for England and Wales
178.248.232.145,SIBUR Holding PJSC
52.11.19.141,"RH, Inc."
45.132.108.154,Advertising Standards Authority Ltd
192.164.79.113,"Österreichischer Automobil-, Motorrad- und Touring Club (ÖAMTC)"
34.78.30.25,"Adsmurai, S.L."
54.175.182.220,32auctions LLC
212.170.220.147,"Hermes Comunicacions, SAU"
18.197.95.130,North Data GmbH
140.143.178.34,Artron Art Group Limited
185.42.170.210,Scribus Team (Open Source Project)
103.255.172.253,ATOM (Advancing Telecommunications of Myanmar)
213.167.91.41,Feelunique International Limited
82.99.18.56,Broadview AB
202.118.76.185,Dalian University of Technology
105.224.1.14,Telkom SA SOC Ltd.
95.163.125.250,PlayFlock LLC
40.84.59.174,Anthology Inc.
18.233.12.255,"Event Tickets Center, LLC"
91.208.45.110,Landeshauptstadt Stuttgart
113.59.44.129,China Foreign Trade Centre (Group)
138.128.167.34,Truehost Cloud Limited
167.79.64.132,"Assurant, Inc."
209.133.198.58,Pranas.NET Corp.
49.13.251.197,Pan European Game Information (PEGI) S.A.
167.79.64.95,"Assurant, Inc."
193.234.30.10,Svenska Domäner AB
193.36.170.85,ifm electronic gmbh
20.23.41.235,QIAGEN N.V.
162.99.46.99,Agency for Healthcare Research and Quality (AHRQ)
18.177.177.248,DMM.com LLC
64.58.191.70,"In-N-Out Burgers, Inc."
202.162.231.3,"Government of India, Ministry of Education"
213.108.56.205,Ogicom Sp. z o.o. S.K.A.
202.238.143.87,"KOEI TECMO GAMES CO., LTD."
52.73.2.219,Santa Monica College
193.103.16.8,Heidelberger Druckmaschinen AG
134.106.57.25,OFFIS e.V.
209.133.56.117,NetLine Corporation
3.217.173.232,Smithsonian Institution
129.57.64.24,"Jefferson Science Associates, LLC"
198.49.23.145,"SensorPush, Inc."
199.67.80.136,Zoho Corporation Pvt. Ltd.
95.0.217.175,Republic of Turkey Ministry of Youth and Sports
95.0.217.170,Republic of Turkey Ministry of Youth and Sports
213.135.60.211,OpenAIRE AMKE
212.56.137.74,Videoslots Limited
102.133.180.239,WeBuyCars (PTY) Ltd
